,ASSESSMENT_YEAR,TOTALVALUE,HOMESTEAD,NEIGHBORHOOD,COMMUNITY,ZIPCODE,FORMATTED_ADDRESS,WARD,PROPERTY_TYPE,BUILDINGVALUE
5154,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55408-3235,3239 4TH AVE S,9.0,RESIDENTIAL,0
5165,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55408-3248,3233 5TH AVE S,9.0,RESIDENTIAL,0
5184,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55408-3238,3313 4TH AVE S,9.0,RESIDENTIAL,0
5221,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1525,3100 PARK AVE,9.0,COMMERCIAL,0
5222,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1540,3103 OAKLAND AVE,9.0,VACANT LAND - COMMERCIAL,0
5240,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1512,3044 CHICAGO AVE,9.0,COMMERCIAL,0
5242,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1513,3049 COLUMBUS AVE,9.0,DOUBLE BUNGALOW,0
5243,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1513,3045 COLUMBUS AVE,9.0,DOUBLE BUNGALOW,0
5274,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407,3015 COLUMBUS AVE,9.0,VACANT LAND - COMMERCIAL,0
5278,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1515,721 LAKE ST E,9.0,COMMERCIAL,0
5295,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1524,3157 PARK AVE,9.0,APARTMENT,0
5322,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3072,3121 PILLSBURY AVE,8.0,APARTMENT,0
5333,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,3140 FINDLEY PL,8.0,VACANT LAND - COMMERCIAL,0
5388,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3130,3106 NICOLLET AVE,8.0,COMMERCIAL,0
5443,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3012,211 31ST ST W,8.0,COMMON AREA (NO VALUE),0
5466,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3002,3020 GRAND AVE,8.0,DOUBLE BUNGALOW,0
5500,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2924,3033 GARFIELD AVE,8.0,APARTMENT,0
5532,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2929,3116 GARFIELD AVE,8.0,VACANT LAND - RESIDENTIAL,0
5533,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2929,3120 GARFIELD AVE,8.0,NURSING HOME,0
5563,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2930,3109 GARFIELD AVE,8.0,RESIDENTIAL,0
5566,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3015,3100 GRAND AVE,8.0,COMMERCIAL,0
5567,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3015,3112 GRAND AVE,8.0,VACANT LAND - COMMERCIAL,0
5575,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2908,3145 HARRIET AVE,8.0,RESIDENTIAL,0
5611,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2902,415 31ST ST W,8.0,VACANT LAND - COMMERCIAL,0
5618,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,3101 LYNDALE AVE S,8.0,NURSING HOME,0
5628,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,309 31ST ST W,8.0,COMMON AREA (NO VALUE),0
5633,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-2907,3100 HARRIET AVE,8.0,APARTMENT,0
5700,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3707,3232 GRAND AVE,8.0,RESIDENTIAL,0
5726,2020,0,NON-HOMESTEADED,LONGFELLOW,LONGFELLOW,55406,3033 1/2 29TH AVE S,2.0,VACANT LAND - COMMERCIAL,0
5732,2020,0,NON-HOMESTEADED,LONGFELLOW,LONGFELLOW,55406,2858 31ST ST E,2.0,VACANT LAND - COMMERCIAL,0
5733,2020,0,NON-HOMESTEADED,LONGFELLOW,LONGFELLOW,55406,2716 1/2 31ST ST E,2.0,VACANT LAND - COMMERCIAL,0
5734,2020,0,NON-HOMESTEADED,LONGFELLOW,LONGFELLOW,55406,3057 28TH AVE S,2.0,VACANT LAND - COMMERCIAL,0
5753,2020,0,NON-HOMESTEADED,LONGFELLOW,LONGFELLOW,55406-2041,3017 31ST ST E,2.0,COMMERCIAL,0
5778,2020,0,NON-HOMESTEADED,LONGFELLOW,LONGFELLOW,55406-1917,3121 28TH AVE S,2.0,VACANT LAND - COMMERCIAL,0
5845,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409,3601 STEVENS AVE,8.0,VACANT LAND - COMMERCIAL,0
5861,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409,3701 STEVENS AVE,8.0,VACANT LAND - COMMERCIAL,0
5862,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409,3732 2ND AVE S,8.0,VACANT LAND - COMMERCIAL,0
5927,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1234,3621 NICOLLET AVE,8.0,RESIDENTIAL,0
5934,2020,0,NON-HOMESTEADED,KING FIELD,SOUTHWEST,55409-1350,3708 STEVENS AVE,8.0,RESIDENTIAL,0
5982,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409,3613 STEVENS AVE,8.0,VACANT LAND - COMMERCIAL,0
6013,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409,3633 STEVENS AVE,8.0,VACANT LAND - COMMERCIAL,0
6050,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55408-4567,347 36TH ST E,8.0,COMMERCIAL,0
6051,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409-1325,3612 4TH AVE S,8.0,VACANT LAND - RESIDENTIAL,0
6053,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409-1325,3620 4TH AVE S,8.0,RESIDENTIAL,0
6060,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409-1347,3605 CLINTON AVE,8.0,VACANT LAND - COMMERCIAL,0
6061,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409-1347,3601 CLINTON AVE,8.0,VACANT LAND - COMMERCIAL,0
6075,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55409-1348,3628 CLINTON AVE,8.0,RESIDENTIAL,0
6160,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,435 ST ANTHONY PKWY,1.0,COMMERCIAL,0
6161,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55421-3603,324 37TH AVE NE,1.0,VACANT LAND - INDUSTRIAL,0
6162,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55421-3603,322 37TH AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6163,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55421-3604,400 37TH AVE NE,1.0,VACANT LAND - INDUSTRIAL,0
6164,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3600 5TH ST NE,1.0,VACANT LAND - INDUSTRIAL,0
6165,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3600 1/2 5TH ST NE,1.0,VACANT LAND - COMMERCIAL,0
6219,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1238,3538 SPAIN PL,1.0,RESIDENTIAL,0
6235,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,500 35TH AVE NE,1.0,VACANT LAND - RESIDENTIAL,0
6256,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3600 UNIVERSITY AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6271,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1115,3654 3RD ST NE,1.0,RESIDENTIAL,0
6418,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3558 UNIVERSITY AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6451,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1151,3479 2ND ST NE,1.0,VACANT LAND - RESIDENTIAL,0
6452,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1123,202 35TH AVE NE,1.0,RESIDENTIAL,0
6470,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3400 UNIVERSITY AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6471,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55412-2634,213 34TH AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6494,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1137,3474 2ND ST NE,1.0,COMMERCIAL,0
6495,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55412-2634,205 34TH AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6496,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55412-2611,3316 3RD ST NE,1.0,VACANT LAND - COMMERCIAL,0
6497,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55412-2611,3314 3RD ST NE,1.0,VACANT LAND - COMMERCIAL,0
6499,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,201 34TH AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6500,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3320 3RD ST NE,1.0,VACANT LAND - COMMERCIAL,0
6501,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,3306 UNIVERSITY AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6503,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,101 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
6505,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,250 EDGE PL,1.0,VACANT LAND - COMMERCIAL,0
6506,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,300 EDGE PL,1.0,VACANT LAND - COMMERCIAL,0
6507,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418,105 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
6510,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1139,201 ST ANTHONY PKWY,1.0,VACANT LAND - INDUSTRIAL,0
6515,2020,0,NON-HOMESTEADED,COLUMBIA,NORTHEAST,55418-1136,3437 UNIVERSITY AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6527,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,200 31ST AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6528,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,250 31ST AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6529,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,200 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
6530,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55412-2602,3200 2ND ST NE,1.0,VACANT LAND - COMMERCIAL,0
6531,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,3101 MAIN ST NE,1.0,VACANT LAND - COMMERCIAL,0
6532,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,201 32ND AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6533,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,3129 2 1/2 ST NE,1.0,VACANT LAND - COMMERCIAL,0
6534,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,3203 2 1/2 ST NE,1.0,VACANT LAND - COMMERCIAL,0
6536,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,3201 2 1/2 ST NE,1.0,VACANT LAND - COMMERCIAL,0
6537,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,217 31ST AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6538,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,215 31ST AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6539,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,219 31ST AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6540,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,301 31ST AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6542,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,3101 3RD ST NE,1.0,VACANT LAND - COMMERCIAL,0
6543,2020,0,NON-HOMESTEADED,MARSHALL TERRACE,NORTHEAST,55418,2901 UNIVERSITY AVE NE,1.0,VACANT LAND - COMMERCIAL,0
6572,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408,3409 EMERSON AVE S #5,10.0,CONDOMINIUM,0
6641,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55408,3600 DUPONT AVE S,10.0,VACANT LAND - COMMERCIAL,0
6706,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1021,3645 COLFAX AVE S,10.0,RESIDENTIAL,0
6800,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1019,3747 BRYANT AVE S,10.0,VACANT LAND - APARTMENT,0
6801,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1053,3745 BRYANT AVE S,10.0,VACANT LAND - APARTMENT,0
6812,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1013,3737 ALDRICH AVE S,10.0,RESIDENTIAL,0
6815,2020,0,NON-HOMESTEADED,EAST HARRIET,SOUTHWEST,55409-1051,3701 BRYANT AVE S,10.0,COOPERATIVE,0
7034,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418-2150,3246 TYLER ST,1.0,DOUBLE BUNGALOW,0
7046,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418-2125,3207 CENTRAL AVE NE,1.0,COMMERCIAL,0
7056,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,901 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
7057,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2148,3140 TYLER ST,1.0,RESIDENTIAL,0
7074,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2124,3141 CENTRAL AVE NE,1.0,COMMERCIAL,0
7075,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2124,3145 CENTRAL AVE NE,1.0,VACANT LAND - COMMERCIAL,0
7076,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1012 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
7098,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418,3101 POLK ST,1.0,VACANT LAND - RESIDENTIAL,0
7129,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2140,3038 1/2 TAYLOR ST,1.0,VACANT LAND - COMMERCIAL,0
7210,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2242,3037 ULYSSES ST,1.0,VACANT LAND - RESIDENTIAL,0
7211,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418,3059 ULYSSES ST,1.0,COMMERCIAL,0
7230,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2255,3031 JOHNSON ST NE,1.0,RESIDENTIAL,0
7293,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1826 30TH AVE NE,1.0,VACANT LAND - COMMERCIAL,0
7294,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,2900 ARTHUR ST,1.0,VACANT LAND - COMMERCIAL,0
7308,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2227,2955 HAYES ST,1.0,COMMERCIAL,0
7309,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418,3000 GARFIELD ST,1.0,VACANT LAND - COMMERCIAL,0
7310,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418,1700 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
7311,2020,0,NON-HOMESTEADED,WAITE PARK,NORTHEAST,55418,1600 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
7381,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408,1222 31ST ST W,10.0,COMMERCIAL,0
7397,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-2709,3104 DUPONT AVE S,10.0,RESIDENTIAL,0
7445,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-2620,3117 HENNEPIN AVE,10.0,COMMERCIAL,0
7446,2020,0,NON-HOMESTEADED,CARAG,CALHOUN-ISLE,55408-2622,3115 HENNEPIN AVE,10.0,COMMERCIAL,0
7847,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-2347,3245 16TH AVE S,9.0,COMMERCIAL,0
7850,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,1111 1/2 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
7856,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,1113 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
7860,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,1023 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
7861,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1606,3012 11TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
7862,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1606,3016 11TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
7865,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,1009 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
7869,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1601,3009 10TH AVE S,9.0,APARTMENT,0
7870,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1616,1001 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
7873,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,3121 10TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
7879,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1607,3129 11TH AVE S,9.0,RESIDENTIAL,0
7889,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1603,3117 10TH AVE S,9.0,RESIDENTIAL,0
7924,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1511,3045 CHICAGO AVE,9.0,COMMERCIAL,0
7925,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1511,3037 CHICAGO AVE,9.0,VACANT LAND - COMMERCIAL,0
7938,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1508,3130 ELLIOT AVE,9.0,RESIDENTIAL,0
7943,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1532,3137 CHICAGO AVE,9.0,COMMERCIAL,0
7949,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1532,3101 CHICAGO AVE,9.0,VACANT LAND - COMMERCIAL,0
7965,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1507,3137 ELLIOT AVE,9.0,RESIDENTIAL,0
8005,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,3026 11TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
8007,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-1616,1015 LAKE ST E,9.0,COMMERCIAL,0
8014,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407,3018 1/2 10TH AVE S,9.0,VACANT LAND - COMMERCIAL,0
8046,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407,617 LAKE ST E,9.0,VACANT LAND - COMMERCIAL,0
8062,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1517,3045 PARK AVE,9.0,COMMERCIAL,0
8072,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1535,3100 COLUMBUS AVE,9.0,COMMERCIAL,0
8073,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1535,3108 COLUMBUS AVE,9.0,RESIDENTIAL,0
8128,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-1522,3109 OAKLAND AVE,9.0,RESIDENTIAL,0
8161,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-2025,3515 PORTLAND AVE,9.0,RESIDENTIAL,0
8179,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407,3524 1/2 CHICAGO AVE,9.0,VACANT LAND - COMMERCIAL,0
8186,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3726,3244 HARRIET AVE,8.0,RESIDENTIAL,0
8216,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-4135,620 34TH ST W,8.0,COMMERCIAL,0
8268,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,3320 PLEASANT AVE,8.0,VACANT LAND - COMMERCIAL,0
8269,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3736,312 34TH ST W,8.0,COMMERCIAL,0
8270,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,3321 GRAND AVE,8.0,VACANT LAND - COMMERCIAL,0
8297,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,3238 GARFIELD AVE,8.0,COMMON AREA (NO VALUE),0
8340,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,16 34TH ST W,8.0,VACANT LAND - COMMERCIAL,0
8370,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-4463,3244 BLAISDELL AVE,8.0,APARTMENT,0
8388,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3713,3201 PLEASANT AVE,8.0,COMMERCIAL,0
8434,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,3326 PILLSBURY AVE,8.0,VACANT LAND - COMMERCIAL,0
8435,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3745,3324 PILLSBURY AVE,8.0,VACANT LAND - RESIDENTIAL,0
8443,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408,112 33RD ST W,8.0,VACANT LAND - COMMERCIAL,0
8463,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-4435,3340 BLAISDELL AVE,8.0,COOPERATIVE,0
8473,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-3718,128 33RD ST W,8.0,COMMERCIAL,0
8474,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-4416,21 33RD ST W,8.0,VACANT LAND - COMMERCIAL,0
8475,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-4437,3200 NICOLLET AVE,8.0,VACANT LAND - COMMERCIAL,0
8482,2020,0,NON-HOMESTEADED,LYNDALE,POWDERHORN,55408-4429,3335 BLAISDELL AVE,8.0,COMMERCIAL,0
8599,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1500 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
8622,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1400 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
8644,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1300 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
8669,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1200 ST ANTHONY PKWY,1.0,VACANT LAND - COMMERCIAL,0
8680,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2113,3006 PIERCE ST,1.0,VACANT LAND - COMMERCIAL,0
8775,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418-2110,2953 PIERCE ST,1.0,VACANT LAND - RESIDENTIAL,0
8777,2020,0,NON-HOMESTEADED,AUDUBON PARK,NORTHEAST,55418,1310 30TH AVE NE,1.0,VACANT LAND - COMMERCIAL,0
9000,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1040,907 5TH ST N,5.0,VACANT LAND - COMMERCIAL,0
9022,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,3100 EAST BDE MAKA SKA PKWY,10.0,COMMERCIAL,0
9115,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1617 1/2 32ND ST W,10.0,VACANT LAND - COMMERCIAL,0
9149,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408-3329,3201 HUMBOLDT AVE S,10.0,RESIDENTIAL,0
9198,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408-3457,3236 HOLMES AVE,10.0,RESIDENTIAL,0
9327,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408-3313,3343 EAST BDE MAKA SKA PKWY,10.0,COMMERCIAL,0
9330,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1611 33RD ST W,10.0,VACANT LAND - COMMERCIAL,0
9338,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1427 32ND ST W,10.0,COMMON AREA (NO VALUE),0
9358,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1618 CONIARIS WAY,10.0,RESIDENTIAL,0
9372,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1430 35TH ST W,10.0,VACANT LAND - COMMERCIAL,0
9384,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,1431 34TH ST W,10.0,VACANT LAND - COMMERCIAL,0
9394,2020,0,NON-HOMESTEADED,ECCO,CALHOUN-ISLE,55408,3510 HENNEPIN AVE,10.0,VACANT LAND - COMMERCIAL,0
9496,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-2713,3701 14TH AVE S,9.0,COMMERCIAL,0
9544,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-2809,3633 18TH AVE S,9.0,RESIDENTIAL,0
9602,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-2818,3725 BLOOMINGTON AVE,9.0,RESIDENTIAL,0
9624,2020,0,NON-HOMESTEADED,POWDERHORN PARK,POWDERHORN,55407-2803,3757 16TH AVE S,9.0,RESIDENTIAL,0
9885,2020,0,NON-HOMESTEADED,CENTRAL,POWDERHORN,55407-2004,3232 OAKLAND AVE,9.0,RESIDENTIAL,0
